Tanggal & Waktu;ID Struk;Status Pembayaran;ID / Kode Outlet;Outlet;Tipe Penjualan;Kasir;No. Hp Pelanggan;Nama Pelanggan;customer_id;SKU;Nama Produk;Kategori;Jumlah Produk;Harga Produk;Penjualan Kotor;Diskon Produk;Subtotal;Diskon Transaksi;Service Charge;Pajak;Pembulatan;Poin Ditukar;Biaya Admin;Total;Metode Pembayaran;Fee;Pembayaran;Alasan Pembatalan;Catatan Transaksi;Catatan Custom Amount;Pawoon Order No.;Grab Food No.;Partner Reff. Number;Partner Trace No & RRN;Issuer Name;Paid By;Kode Voucher
26-04-2025 11:06:12;KLQ6HDB9W9JPK;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;42000;0;2100;0;0;0;0;44100;BRI.;0;44100;;;;;;KLQ6HDB9W9JPK;;;;
26-04-2025 11:06:12;KLQ6HDB9W9JPK;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Vanilla Regal Diagram;Non Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;KLQ6HDB9W9JPK;;;;
26-04-2025 10:40:54;7B4RFJ7K69MW4;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;7B4RFJ7K69MW4;;;;
26-04-2025 10:26:43;8846HKJYGLRQB;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Beef Black pepper;Teriyaki Rice;1;35000;35000;0;45000;0;2250;0;0;0;0;47250;Mandiri;0;47250;;;;;;8846HKJYGLRQB;;;;
26-04-2025 10:26:43;8846HKJYGLRQB;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;8846HKJYGLRQB;;;;
26-04-2025 10:18:49;YBMWF8QKYB6GP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Mango Yuogi;Signature drinks;1;20000;20000;0;42000;0;2100;0;0;0;0;44100;BRI.;0;44100;;;;;;YBMWF8QKYB6GP;;;;
26-04-2025 10:18:49;YBMWF8QKYB6GP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Caramel Machiato - Ice;Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;YBMWF8QKYB6GP;;;;
26-04-2025 10:16:45;NL9GHRLMGVZGM;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Kopi susu diagram - Strong;Coffee;2;20000;40000;0;40000;0;2000;0;0;0;0;42000;BCA;0;42000;;;;;;NL9GHRLMGVZGM;;;;
26-04-2025 10:13:10;JGDR3GKLMY6NM;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Chicken Katsu Curry;Curry;1;35000;35000;0;45000;0;2250;0;0;0;0;47250;BRI.;0;47250;;;;;;JGDR3GKLMY6NM;;;;
26-04-2025 10:13:10;JGDR3GKLMY6NM;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;JGDR3GKLMY6NM;;;;
26-04-2025 10:04:15;KLQ6HDB9WNZKQ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1194;;Jelly Spanish Latte;Coffee;1;22000;22000;0;47000;0;2350;0;0;0;0;49350;Tunai;0;49350;;;;;;KLQ6HDB9WNZKQ;;;;
26-04-2025 10:04:15;KLQ6HDB9WNZKQ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1196;;Mozarella Stick;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;KLQ6HDB9WNZKQ;;;;
26-04-2025 10:01:24;4QBY2P4MRYNYY;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Oglio Olio - Oglio Olio Tuna;Spaghetti;1;27500;27500;0;37500;0;1875;0;0;0;0;39375;Tunai;0;39375;;;;;;4QBY2P4MRYNYY;;;;
26-04-2025 10:01:24;4QBY2P4MRYNYY;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;4QBY2P4MRYNYY;;;;
26-04-2025 09:38:11;RQ7Z27Z9QKZBR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Kopi susu diagram - Strong;Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;RQ7Z27Z9QKZBR;;;;
26-04-2025 09:11:25;9Y47FRW4P8794;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Lemon Tea;Tea;1;18000;18000;0;18000;0;900;0;0;0;0;18900;BRI.;0;18900;;;;;;9Y47FRW4P8794;;;;
25-04-2025 22:39:00;RQ7Z27Z9LDY4W;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1197;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;95500;0;4775;0;0;0;0;100275;ShopeeFood;0;100275;;;;;;RQ7Z27Z9LDY4W;;;;
25-04-2025 22:39:00;RQ7Z27Z9LDY4W;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1198;;Kopi susu diagram - Strong;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LDY4W;;;;
25-04-2025 22:39:00;RQ7Z27Z9LDY4W;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1199;;Spicy Chicken Wings;Light Meal;1;27500;27500;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LDY4W;;;;
25-04-2025 22:39:00;RQ7Z27Z9LDY4W;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1200;;Sandwich;Light Meal;1;28000;28000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LDY4W;;;;
25-04-2025 22:38:51;NL9GHRLMJQY7D;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1201;;Chicken Katsu Curry;Curry;1;35000;35000;0;35000;0;1750;0;0;0;0;36750;ShopeeFood;0;36750;;;;;;NL9GHRLMJQY7D;;;;
25-04-2025 22:38:44;M8GQHGQYPWNMJ;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1202;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;40000;0;2000;0;0;0;0;42000;ShopeeFood;0;42000;;;;;;M8GQHGQYPWNMJ;;;;
25-04-2025 22:38:44;M8GQHGQYPWNMJ;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1203;;Hazelnut Machiato - Ice;Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWNMJ;;;;
25-04-2025 22:13:10;D84KHVJQB6W6N;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1204;;Mie Tek-Tek - Rebus;Fried Rice & Noodle;1;22000;22000;0;61000;0;3050;0;0;0;0;64050;GoFood;0;64050;;;;;;D84KHVJQB6W6N;;;;
25-04-2025 22:13:10;D84KHVJQB6W6N;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1205;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;D84KHVJQB6W6N;;;;
25-04-2025 22:13:10;D84KHVJQB6W6N;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1207;;Cireng Diagram;Light Meal;1;19000;19000;0;;;;;;;;;;;;;;;;;D84KHVJQB6W6N;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Caesar Salad;Salad;1;25000;25000;0;750000;0;37500;0;0;0;0;787500;Transfer;0;787500;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Americano;Coffee;3;18000;54000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;French Fries;Light Meal;2;17000;34000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Red velvet;Non Coffee;1;18000;18000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Kopi susu diagram - Creamy;Coffee;5;20000;100000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Tofu Salt n Pepper Personal;Light Meal;4;14000;56000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Beef Black pepper;Teriyaki Rice;1;35000;35000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Blackcurrant Tea;Non Coffee;1;18000;18000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Dory Sambal Dabu;Teriyaki Rice;2;30000;60000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Banana Cinnamon French Toast;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Beef Teriyaki;Teriyaki Rice;1;35000;35000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Creamy cherry;Non Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Onion ring;Light Meal;1;17000;17000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Caramel Machiato - Ice;Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Fettuccine Carbonara;Spaghetti;1;30000;30000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Lychee Tea;Tea;1;20000;20000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Mushroom Salt and Pepper Personal;Light Meal;1;15000;15000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Mochachino - Ice;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Fettuccine Carbonara;Spaghetti;1;30000;30000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Curry Mee;MEE TIME;1;25000;25000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Banana Cinnamon French Toast;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Tea - Hot;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:12:08;M8GQHGQYPWJMN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;RESERVED KORAN LT4;C2042;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;M8GQHGQYPWJMN;;;;
25-04-2025 22:01:51;L6K7CLRBVJWB8;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1208;;Matcha Latte - Ice;Non Coffee;6;18000;108000;0;138000;0;6900;0;0;0;0;144900;ShopeeFood;0;144900;;;;;;L6K7CLRBVJWB8;;;;
25-04-2025 22:01:51;L6K7CLRBVJWB8;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1209;;Fettuccine Carbonara;Spaghetti;1;30000;30000;0;;;;;;;;;;;;;;;;;L6K7CLRBVJWB8;;;;
25-04-2025 22:01:27;9Y47FRW4BL78W;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1210;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;38000;0;1900;0;0;0;0;39900;ShopeeFood;0;39900;;;;;;9Y47FRW4BL78W;;;;
25-04-2025 22:01:27;9Y47FRW4BL78W;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1211;;Coffee Latte - Hot;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;9Y47FRW4BL78W;;;;
25-04-2025 22:01:18;BMV8HG6K7DYY4;Success;OT-292798;Diagram cafe;Grab Food;Kasir 1;;;C1212;;Rice Chicken Katsu Mentai;Curry;1;30000;30000;0;87500;0;4375;0;0;0;0;91875;GrabFood;0;91875;;;;;;BMV8HG6K7DYY4;;;;
25-04-2025 22:01:18;BMV8HG6K7DYY4;Success;OT-292798;Diagram cafe;Grab Food;Kasir 1;;;C1213;;Fettuccine Carbonara;Spaghetti;1;30000;30000;0;;;;;;;;;;;;;;;;;BMV8HG6K7DYY4;;;;
25-04-2025 22:01:18;BMV8HG6K7DYY4;Success;OT-292798;Diagram cafe;Grab Food;Kasir 1;;;C1214;;Oglio Olio - Oglio Olio Tuna;Spaghetti;1;27500;27500;0;;;;;;;;;;;;;;;;;BMV8HG6K7DYY4;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Fettuccine Carbonara;Spaghetti;2;30000;60000;0;552000;0;27600;0;0;0;0;579600;BRI.;0;579600;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Cappuccino;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Lychee Tea;Tea;3;20000;60000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Beef Teriyaki;Teriyaki Rice;1;35000;35000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;French Fries;Light Meal;1;17000;17000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Tofu Salt n Pepper Personal;Light Meal;1;14000;14000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Mango Sunrise;Signature drinks;1;22000;22000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Ebi Furai Curry;Curry;1;35000;35000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Matcha Latte - Ice;Non Coffee;2;18000;36000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Banana Cinnamon French Toast;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Coffee Latte - Ice;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Chicken Katsudon;KATSU;1;35000;35000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Mushroom Salt and Pepper Sharing;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Fettuccine Carbonara;Spaghetti;1;30000;30000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Beef Teriyaki;Teriyaki Rice;1;35000;35000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Chicken Katsudon;KATSU;1;35000;35000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:57:55;RQ7Z27Z9LD6JP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;reservasi nazwa lt3;C2030;;Americano;Coffee;1;18000;18000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9LD6JP;;;;
25-04-2025 21:28:41;8846HKJY744WK;Success;OT-292798;Diagram cafe;Take Away;Kasir 1;;;C1215;;Chocolate - Ice;Non Coffee;1;18000;18000;0;18000;0;900;0;0;0;0;18900;BRI.;0;18900;;;;;;8846HKJY744WK;;;;
25-04-2025 20:56:02;M8GQHGQYP4DN8;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Kopi susu diagram - Strong;Coffee;1;20000;20000;0;38000;0;1900;0;0;0;0;39900;Tunai;0;39900;;;;;;M8GQHGQYP4DN8;;;;
25-04-2025 20:56:02;M8GQHGQYP4DN8;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;;;;;;;;;;;;;;;;;M8GQHGQYP4DN8;;;;
25-04-2025 20:23:16;ZVLYFR8P7Q67W;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Fettuccine Carbonara;Spaghetti;1;30000;30000;0;40000;0;2000;0;0;0;0;42000;Tunai;0;42000;;;;;;ZVLYFR8P7Q67W;;;;
25-04-2025 20:23:16;ZVLYFR8P7Q67W;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;ZVLYFR8P7Q67W;;;;
25-04-2025 20:15:06;WP9KCM6RQW6RK;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;bwh;C0036;;Caramel Machiato - Ice;Coffee;1;22000;22000;0;22000;0;1100;0;0;0;0;23100;Tunai;0;23100;;;;;;WP9KCM6RQW6RK;;;;
25-04-2025 20:12:49;P7WL2P6Q4ZJZ4;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Chicken Karaage Salad;Salad;1;27000;27000;0;49000;0;2450;0;0;0;0;51450;BRI.;0;51450;;;;;;P7WL2P6Q4ZJZ4;;;;
25-04-2025 20:12:49;P7WL2P6Q4ZJZ4;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Hazelnut Machiato - Hot;Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;P7WL2P6Q4ZJZ4;;;;
25-04-2025 20:11:14;6GBJ3WBKNRJDQ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;bwh;C0036;;Lemon Tea;Tea;1;18000;18000;0;18000;0;900;0;0;0;0;18900;BRI.;0;18900;;;;;;6GBJ3WBKNRJDQ;;;;
25-04-2025 20:10:32;BMV8HG6K74QZN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2 TIAH;C1977;;Moroco Mint;Non Coffee;1;22000;22000;0;22000;0;1100;0;0;0;0;23100;BRI.;0;23100;;;;;;BMV8HG6K74QZN;;;;
25-04-2025 20:09:41;9Y47FRW4BK6BR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Sirloin Steak - French Fries - Mushroom - Medium Well;Steak;1;49000;49000;0;49000;0;2450;0;0;0;0;51450;BRI.;0;51450;;;;;;9Y47FRW4BK6BR;;;;
25-04-2025 20:07:34;M8GQHGQYP4K89;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;37000;0;1850;0;0;0;0;38850;Mandiri;0;38850;;;;;;M8GQHGQYP4K89;;;;
25-04-2025 20:07:34;M8GQHGQYP4K89;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Sweet Toast Bomb Coklat;Dessert;1;17000;17000;0;;;;;;;;;;;;;;;;;M8GQHGQYP4K89;;;;
25-04-2025 20:05:47;JGDR3GKL4DL7K;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1216;;Lychee Tea;Tea;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;JGDR3GKL4DL7K;;;;
25-04-2025 20:05:14;D84KHVJQBKQRP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt 2;C1969;;Lychee Yakult Spritz;Non Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;D84KHVJQBKQRP;;;;
25-04-2025 19:54:45;8846HKJY74LLY;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;bawag;C0025;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;8846HKJY74LLY;;;;
25-04-2025 19:39:51;JGDR3GKL4DGNP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1218;;Kampung Fried Rice - Pedas;Fried Rice & Noodle;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;Tunai;0;21000;;;;;;JGDR3GKL4DGNP;;;;
25-04-2025 19:38:39;D84KHVJQBKVR6;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Chocolate - Ice;Non Coffee;1;18000;18000;0;18000;0;900;0;0;0;0;18900;Tunai;0;18900;;;;;;D84KHVJQBKVR6;;;;
25-04-2025 19:34:38;KLQ6HDB9MPD7P;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;French Fries;Light Meal;1;17000;17000;0;47000;0;2350;0;0;0;0;49350;BRI.;0;49350;;;;;;KLQ6HDB9MPD7P;;;;
